,message,sentiment,predicted sentiment
3929,retweet nicholas stern cost global warming worse feared,2,2
9157,retweet yall still dont think global warming exists,1,1
14687,hurricane season assistance global warming,1,0
8616,retweet u city fight back ep new climate change stance aol environment,2,2
3860,california unveils sweeping plan combat climate change cnbc,2,2
10314,retweet dont address climate change ll conflict limited resource must listen scientist not fo,1,1
14896,retweet impact climate change real grave traveled world show dangerous path,1,1
6827,retweet interviewer think global warming mel ania trump hello s kind s strong s great c,0,0
10890,retweet historian look back global warming scam russian hacking scam two stupidest episode human,-1,-1
8652,retweet case wondering 4 year u led action climate change not go well planet,1,1
14955,retweet reporetweet trump dissolve climate change advisory panel,2,2
2513,say goodbye global warming gm s pesticide amazing new water technology grows giant g fruit,1,1
12024,retweet merkel rebuke trump stance climate change say deplores decision pull paris climate accord,2,2
11324,kent ut sapi term uk pen ye bab u tama global warming karen men gel u ark gas pan yang b mer usa k u dara,0,0
2232,retweet soil health key tackling climate change food security tree play big paretweet soil retention improv,1,1
2664,retweet s thinking s going die husband doesnt believe climate change,1,1
174,u s world climate change drop dead nobel scientist ignorance shocking,1,1
13827,retweet happy bc warm weather sad bc climate change,1,1
10934,indian farmer fight climate change using tree weapon,2,1
7834,retweet concept global warming created chinese order make u s manufacturing non competitive,-1,-1
9717,retweet well done voted green helped elect president doesnt believe climate change love coal want,1,1
11601,main cause climate change apologise,0,1
15309,retweet climate change look like antarctica via,1,1
9880,retweet yes 300000 paper flaw climate change scam website research,-1,-1
137,one way averetweet climate change world apply method,1,1
5054,retweet half arctic ice loss driven natural swing not man made global warming cc,-1,-1
13996,retweet theresa may deal terrorist easy deal climate change denying homophobic,1,1
5746,retweet american airline flight sent 10 hospital yesterday due bazaar turbulence associated global warming,0,2
8662,pro life christian go abortion time dont care environment climate change drive bonkers,1,1
7362,retweet apple make eloquent plea take climate change seriously,1,1
11380,retweet many article campaign intercept trump climate change v number article cl,1,1
13702,retweet brad tro st tory dont believe human caused climate change,2,1
13843,retweet num ip na ang elo s arctic circle pati si santa nang gay ayat na naka kata kot ta laga ang global warming,0,0
13442,retweet voted believe equality need comprehensive immigration reform pro choice global warming real,1,1
14444,company director face penalty ignoring climate change u pol politician,1,1
8717,sudan s farmer work save good soil climate change brings deseretweet closer hannah mc ne ish ibge og core,2,1
4411,retweet fire tonight outlining effect climate change oregon s forest farm marine,1,1
182,sd g 13 call take urgent action combat climate change impact join movement,1,1
2013,retweet super moon hyped real effect flooding help global warming,1,1
7368,retweet rogue twitter account spring fight donald trump climate change washington post,2,2
1926,retweet launching 8 million peat land action fund help regenerate peat land amp tackle climate change,1,1
5410,retweet next bill cunningham weigh left medium talking fake news climate change hann,-1,-1
11789,retweet president doesnt believe global warming climate change,0,1
12877,retweet s thinking s going die husband doesnt believe climate change,1,1
13073,retweet could gro forestry secret weapon fight climate change gro forestry gro forestry 2017,1,1
952,retweet clear premier fighting climate change kevin o leary coming senator poo poo ing reside n,0,1
12594,retweet trump s denial catastrophic climate change clear danger,1,1
10155,retweet gavin s best guess 110 climate scientist believe global warming,0,1
14430,help stop texas pub want abolish u s dept education amp call teaching side evolution climate change,1,1
14607,new zealand newspaper predicted global warming 1912 daily mail online,2,2
899,weather channel blast trump aide climate change,2,2
12526,guardian view climate change trump spell disaster,1,1
10095,retweet weather channel delivers clap back response bre baretweet using video deny climate change,1,1
13514,not climate change information watch flood leonardo dicaprio,0,1
10070,retweet scientist virtually unanimous climate change real caused human activity mr pr u t refuse cog,1,1
14882,hey global warming look like weather,-1,0
1276,retweet scientist published entire study refuting head scott pr u t climate change,2,2
8401,retweet government tried bury frightening reporetweet climate change,2,2
6148,retweet dozen military defense expert advised president elect trump global warming transcend politics,2,2
8596,great see dr david suzuki speak behalf green party importance climate change epidemic,1,1
11664,need local economy amp democracy urgent impending reality peak oil amp catastrophic climate change gr transition,1,1
89,retweet noaa reporetweet 2016 2 nd hottest year history one reason fight climate change denier trump admin gt,1,1
12995,retweet vote vote vote voting candidate belief climate change hoax,1,1
3065,reuters vatican say trump risk losing climate change leadership china vatican urged u s,2,2
41,2050 climate target nation playing long game fighting global warming via,2,1
15104,retweet 70 degree february chicago allow forget climate change hot second,0,0
10653,fighting climate change isn t waste money s good investment tech today,1,1
728,china delegate hit back trump climate change hoax claim,2,2
14157,retweet pope urge world leader not hobble climate change pact via,2,2
1428,retweet 2016 year united state elected man belief global warming chinese conspiracy,1,1
1666,retweet turnbull take lead economy treasurer destroying nb n climate change policy isnt enough lat,1,1
6743,retweet ive worried climate change every day year 1 st headline made break cry,1,1
5189,scott pr u t s latest climate change denial spark backlash scientist environmentalist,2,2
39,dealt simple issue like climate change energy policy complex issue mal v tone qanda,0,1
5031,keep nothing climate change winter surely cancelled winter cancelled,1,0
10803,retweet epa chief denies carbon dioxide main cause global warming wait,1,1
6257,retweet arctic ice melt could trigger uncontrollable climate change global level,2,2
13781,retweet mega sized canadian delegation morocco year s united nation climate change conference,0,2
12191,earth hour give rgy turning dark across globe getting loud climate change let wo,1,1
11657,retweet global warming real im cold,0,1
9421,retweet federal government email suggests censorship climate change,2,2
12523,retweet dont miss ben san ter s passionate plea u reject ignorance embrace action climate change,1,1
942,retweet tweet think climate change reporetweet need seen cant let trump administration ignore h tt,1,1
154,effect methane climate change could 25 greater thought via,1,2
3186,retweet happening nyc prepping looming threat climate change,2,2
615,retweet florida s dumb s voted trump yall gone underwater republican dont believe climate change,1,1
10989,retweet would bare back polar bear stop global warming,0,1
1882,using global warming topic chat line,0,0
13939,impact climate change harmful algal bloom,2,2
4775,retweet foreign medium reporetweet billion tree tsunami k pk planting 1 b tree combat climate change,1,1
3654,retweet nation s freaky february warmth assisted climate change,2,1
14632,retweet hey florida nice little everglades got thanks voting climate change denier see hurricane,1,1
13206,bet belief climate change perhaps could learn make one advisor,1,1
11053,american among least concerned planet regarding climate change gt,2,1
14338,retweet thanks covering amp guerrilla archiving event save climate change data,1,1
411,retweet top ten global warming skeptic argument answered dana nu cci tell environment guardian,1,2
1805,hard optimistic many effect climate change today not fixable point return terrifying,1,1
14306,m creating think tank independent thinker solve climate change would post also,1,1
6356,retweet memorize number 202 224 3121 keep call climate change many key issue making di,1,1
7193,retweet make strong case every political issue tiny comparison issue climate change,1,1
9232,retweet kant e heat map season accelerated global warming 10 year kant e fact,0,0
13980,retweet president trump threw away plan combat climate change amp protect air breathe three word advice r,1,1
903,retweet compromise issue climate change threat entire planet,1,1
11371,retweet scientist year study concluded beyond doubt global warming real people dont get science im cold,1,1
3673,nigga asked inspiration told em global warming,0,0
12644,global warming killed club penguin,0,0
5849,retweet assessing climate change risk ocean christopher knowles head climate change environment divisi o,2,1
14292,retweet geo engineering day combat global warming going end trying block sun,-1,1
9269,al gore call american people fight climate change best buy job np mu,1,1
12742,anybody high school debate know worst way tackle climate change,1,1
9354,actually want equate poison gas global warming twisted coward talk like educated opponent loser,0,0
9610,retweet president trump delay whether endorse climate change deal g 7 summit,2,2
523,faith must unite fight climate change clergy urge faith climate climate stewardship,1,1
4892,blamed global warming world series rain delay,0,0
11110,instead contributing climate change let switch renewable energy also,1,1
13966,retweet climate change climate change climate change climate change climate change climate change climate change climate change,0,1
6085,retweet rising cost flood insurance due climate change fear harming property value american city,2,1
1157,retweet ive asked reporter comment harvey climate change response ive giving every o,0,1
11711,retweet asthma climate change increase level smog urban area child suffer smog pollution,1,1
12252,retweet s thinking s going die husband doesnt believe climate change,1,1
4526,retweet great show civic power amp voice 150000 people calling ambitious action climate change,1,1
3745,retweet watch flood right travel world tackle climate change h tt,1,1
7516,retweet poretweet phillip bay pretty good nick despite growing population climate change environmental health reporetweet find,2,2
13203,trump wrong ivan ka twitter mistake earns lesson climate change,2,1
15172,retweet another climate change bomb drop interior secretary zink e sign alaskan drilling order,2,2
13641,retweet people ever worried climate change,2,1
14841,9 way global warming affecting daily life lake disappearing drinking water supply risk via,1,1
10204,retweet world s food supply risk climate change threatens international trade expert warn h tt,2,2
581,retweet 100 totally achievable thing need reverse global warming,1,1
15315,retweet pr anita b lutheran o dish give testimony effect climate change amp natural disaster po,2,2
7388,retweet white house climate change webpage disappears trump inauguration,2,2
2927,scientist supporting science working towards clean air water soil mitigating climate change,1,1
9347,retweet 2 global warming much worse australia 1 5 via,1,1
3963,retweet cop 22 start today talk combat climate change today s cartoon salman taher,0,1
6251,retweet climate change hoax trump must sue p amp c insurer florida 4 fraudulently boosting rate 2 account r,1,1
1854,retweet badlands climate change tweet deleted never forget existed,1,0
1401,retweet climate risk insurance put forward viable solution loss amp damage climate change,1,1
5989,retweet tackling climate change role university paris get t ix event 31 st jan 2017 18 00 19 30,1,1
1239,retweet exxonmobil ceo rex tiller used pseudonym wayne tracker climate change related email ny ag say,2,2
4209,given poverty climate change linked given climate change contributing mass extinction yes,1,1
8168,make sense wanted name people working climate change dont,1,1
14213,im not debating climate change either im debating whether biased cancel shitty column,0,1
11720,retweet salute plant biologist addressing climate change working till agriculture improved nu e,1,1
141,science rescue climate change threatens chocolate via new europe,2,2
15745,science climate change offense christian think man lived whale belly amp g,1,1
6943,una tr age dia en colombia tragedy colombia almost certainly result climate change,1,0
6949,gt gt 131262514 gt liberal think summer global warming,-1,-1
11188,observing earth hour yesterday raise continued awareness towards climate change pitbull push,0,1
8511,retweet 1000 s march fight environment combat climate change please watch carl sagan s pale blue dot s,1,1
12445,believe global climate change occurring believe human contributor global climate change,1,1
8198,retweet epa chief pr u t claim tremendous debate whether co 2 cause global warming debate misinform tio,1,1
9033,retweet letter climate change boston globe today house card falling,-1,1
1727,america joining wacky climate change denier perhaps join flat earth society,1,1
108,retweet university uniquely important role play battle climate change,2,1
1309,retweet trump drop climate change environmental review bloomberg,2,2
3986,one irking thing gop completely disregard fact climate change real catastrophic,1,1
8191,retweet 600 scientist working around world address issue like climate change clean water amp resilient citi,1,1
4284,globalization climate change spreading brain invading worm,2,2
14128,retweet al gore offer work trump climate change good luck,1,1
15229,retweet china explaining history climate change science politics 2 underscore trump didnt hoax god,1,1
8027,retweet president elect doesnt believe climate change million people going say mr t,1,1
6999,im burning tire back yard sending smoke signal man made climate change merely tax,-1,-1
15814,retweet took material global warming lgbt right health care hocking lani qv c,1,1
2950,retweet also experience climate change mitigation amp adaptation including post disaster reconstruction amp management c,1,1
5887,retweet dk people not believe global warming s wild,1,1
815,freezing 4 c tonight s global warming coming hmm,-1,0
6782,pope urge world leader not hobble climate change pact,2,2
9340,retweet beat trump climate change,1,2
4562,retweet must world govt saying answer extreme heat amp climate change fewer renewables coal,1,1
6729,global warming staretweet hot body goddess,0,0
4512,retweet 4 k snow leopard left b c poaching illegal trade climate change amp factor fight,1,1
3637,retweet coffee killing fungus not driven climate change scientist find,2,2
7209,retweet check stunning earth hour shot friend bolivia thank changing climate change wit,1,1
1583,retweet humanity facing threat cold rather heat would strong plan climate change place,2,1
6980,retweet global warming real hell al gore told u leo dicaprio keep try na tell u 82 degree halloween sum n t r,1,1
10511,retweet urge theresa may challenge trump contempt tackling climate change,1,2
15331,retweet full page ad ny t 2009 called urgent action climate change believe h tt,0,0
2711,retweet climate change scott pr u t cause uproar contradicts epa s website trump,2,2
14201,people still doubt global warming,1,1
5959,doesnt believe climate change want little family die future generation c uz id t c uz s obsessed,1,1
1211,retweet failure take climate change seriously profoundly bipartisan affair,1,1
6757,retweet 31 conclusion economic anxiety climate change global power shift edu,0,2
3958,trump budget would mean nasa climate change,2,2
2729,retweet climate change security threat debate underway session climate count acton climate cop 22,1,1
14136,jay weather ill josh fry de nberg ignore renewables scam based climate change fake science fraud,-1,-1
8948,retweet temperature spiral went viral one year old show global warming isnt slowing,1,1
746,retweet power ranger update fighting monster called poll uti corn unicorn pollutes stuff global warming pr,0,1
12314,went bill clinton speech nothing highlight policy climate change student debt job,0,0
12570,retweet defended ca s landmark climate change law challenge biggest polluter ll also use fight,1,1
15191,retweet concept global warming created chinese order make u s manufacturing non competitive,-1,-1
4219,retweet america become country world leader doesn t think global warming real,1,1
9648,china blame climate change record sea level via,2,2
3181,retweet new epa secretary happy ignore evidence co 2 cause global warming,1,1
9105,retweet cut beef amp cheese least donate climate change org s reduce impact,1,1
10777,religion global warming tax paid authority supporting questioning winter get colder,-1,-1
8506,retweet would president withdrew climate change deal paris agreement,1,1
11235,retweet 4 lawsuit christie helped exxon cheat not confused exxon climate change lawsuit session help squash,0,1
5797,retweet last checked climate change wasnt running people truck shooting nightclub raping woman eur,-1,1
264,funny left scream allegiance science global warming not issue,-1,-1
354,paper c rid 485 fx j not sign climate change agreement isolated completely,0,2
112,retweet president elect doesnt believe climate change million people going say mr t,1,1
8583,retweet already feeling impact climate change exiting paris agreement imperils u security ability cle,1,1
14140,retweet u s fight climate change giving billion dollar country binding commitment,0,1
13650,climate change could impact fish aquatic habitat area climate change,2,1
5902,retweet cant believe possible president country think global warming hoax,1,1
1300,76 november 1 st fuck shit dont think climate change real wake fuck,1,1
14727,retweet climate change leadership white house entrepreneur green energy company redeem u s,1,2
7165,im thankful liberal party debunked climate change myth otherwise wed really sh t wouldnt,-1,1
9396,retweet not top 5 focus adapting climate change not reducing almost irrelevant emission,0,1
14839,retweet taking pic fighting climate change,0,1
4319,doesnt believe climate change ag perjured said slave immigrant,1,1
6605,retweet fact check aleretweet five scott pr u t questionable statement climate change false,1,1
14133,retweet learn ghana climate innovation centre role supporting innovative climate change solution ghana,1,1
4012,retweet stuck mention 24 hour man made climate change pop find con v thigh high,0,-1
11129,retweet people predicted part manhattan would underwater 2008 due climate change concerned fake,-1,-1
15527,retweet retweet u believe climate change real flip 6 th,1,1
427,retweet mosman akko ca declaring f country want stop climate change n turkey epa,1,1
14429,story columbia natural horrific catastrophe brought climate change amp paraguay manmade political violent caution u,1,1
7607,emergency campaign launched convince trump climate change real failure risk planetary disaster,2,2
11173,retweet trump plan cut spending epa climate change programme 70,2,2
5269,retweet tackle climate change conflict disaster must join force take collective action,1,1
966,t bh people believe climate change isnt real one need free education,1,1
7505,global military advisory council climate change warned impact global warming drive massive,2,2
13450,retweet despotism neoliberalism climate change morocco s catastrophic convergence,2,1
501,retweet finally truth behind administration tacit supporetweet climate change,1,-1
3438,doomsday clock tick closest midnight 64 year due climate change nuclear fear via,2,2
12033,retweet rtp t blog comment climate change treasonous u congress amp accusation pae philia 3 easy step h tt,0,1
5193,thank global warming thought bad thing jc,0,0
6336,nigga ask inspiration told global warming,0,0
10217,know s something seriously wrong china lecture u climate change obligation,1,1
2122,retweet ad bre baretweet revel racism amp scoff climate change consider blocking,1,1
2061,feeling impact climate change globalisation amp repeated uk govt s focused,1,1
9310,lt trump tap climate change skeptic scott pr u t head epa via,2,2
4634,retweet eating vegan diet single powerful thing average person combat climate change,1,1
90,conservative love denying science huh climate change believing fertilization egg automatic human life,1,1
6472,racism climate change ceo keep turning trump via,2,2
2397,retweet study tree specie unable adapt climate change duluth news tribune environment,2,2
15190,retweet photo kerstin lange n berger show polar bear affected climate change,1,1
2311,want develop skill communicating climate change dont miss free interactive workshop,1,1
2530,yo call climate change,0,2
516,project climate change look like 30 year not 1 year,0,1
11598,sue trump trying kill u via pollution global warming,1,1
5318,retweet paper 7 way variation climate affect specie response climate change,1,1
15246,mind console retweet uber pix see victim global warming,1,0
1455,retweet wow retweet great day toronto politician deny climate change 1 00 appropriate culture 3 30 interview soci,1,1
8994,retweet coming force paris agreement ushered new dawn global cooperation climate change,1,1
13564,china pledge continue active player climate change talk,2,2
9835,retweet yall today sweating much sweat dropped t itty like breastfeeding global warming yo,0,0
5440,thunderstorm yesterday february people still questioning whether not global warming actual thing,1,1
11668,retweet watch flood right travel world tackle climate change h tt,1,1
8232,retweet get vote opportunity address climate change reform criminal justice amp tackle student debt,1,1
15531,retweet president trump considers addressing climate change greatest long term threat planet waste,1,1
9976,bill gate investor worth 170 billion new fund fight climate change via energy innovation,2,2
2112,retweet wow editorial york urge gop congressman take action climate change via,1,2
7790,retweet snow bleached anemone crack ice climate change look like,1,1
13643,climate change isnt real,-1,1
2325,retweet risk posed climate change growing youth population however recognise youth uniquely shape,1,1
802,climate change,0,0
517,retweet study find marine reserve helping ecosystem cope climate change read,1,2
6224,epa chief scott pr u t say carbon dioxide not primary contributor global warming pride energy,2,2
8376,retweet gop denied climate change obama presidency not credible let justify,1,1
15005,retweet world poor live agriculture biggest threat agriculture climate change,1,1
1368,retweet g 20 leader reaffirm supporetweet paris climate change agreement without u s,2,2
664,trump roll back use climate change policy review source reuters,2,2
6865,race curb climate change city pace government city oslo sydney setting goal curb,2,2
132,air pollution death expected rise due climate change,2,1
9483,new head epa scott pr u t climate change denier way many people taking blue,1,1
3668,pope francis gave president trump copy encyclical climate change,2,2
14172,retweet republican climate change,0,1
14525,retweet replacing farm fish farm odd solution hunger climate change,1,1
13543,retweet ontario plan team california trump climate change via,2,2
5395,rex tiller used fake name wayne tracker discus climate change exxon mobil via,2,2
4056,retweet new new world china lecture united state climate change importance cooperation bet,1,1
11972,retweet interviewer think global warming mel ania trump hello s kind s strong s great c,0,0
12010,retweet smile brighter sun ever global warming,0,-1
14920,anyone ask exxon s knowledge climate change 80 s subsequent disinformation campaign,1,1
7570,retweet flooding biggest risk face climate change 10 15 well ask minister plan,1,1
14963,trump sweep away obama climate change policy bbc news,2,2
12709,retweet china tell trump climate change isnt hoax invented,2,2
1352,watch epa chief language climate change contradicts agency s website politics,2,2
4215,retweet president elect doesnt believe climate change million people going say mr t,1,1
5596,retweet u business school failing climate change via,1,1
2836,global warming crackpot lost join u amp enlist patriot central awaits,-1,-1
11097,retweet bluegreen summit adm known climate change de nie,1,0
9259,retweet g 20 world aligns trump policy ranging free trade climate change via,2,2
1023,funding climate change scam,-1,-1
10231,retweet died ice age bring em back global warming,1,0
6236,global warming,0,0
2680,said unsure human activity prime contributor global warming not co 2 doesnt cause global warming,0,1
499,u ask say global warming position real world range different trans e ural india africa,0,1
14636,rich country avoiding helping world s poor cope climate change,1,1
8774,trillion dollar investment company making climate change business priority,2,-1
4321,business insider happening nyc prepping looming threat climate change,2,2
10923,retweet president elect doesn t believe climate change s frightening country world,1,1
2457,xi j ping s davos speech show china shaping world leader climate change writes,2,2
13507,m creating new think tank climate change would join post tweet also,1,1
15773,retweet retweet believe global warming crush josh dun hate,0,1
5228,retweet 97 climate scientist agree climate change caused human activity animal matter lean,1,1
7855,retweet try na save planet global warming donate go fund ven mo,1,1
13967,global warming isnt real club penguin shutting,0,0
12411,fair insinuate like trump done human action not led drastic climate change seeing insane,1,1
11152,pray better accept climate change real join paris climate agreement,1,1
3486,retweet hard time getting bed morning bc kept remembering next president think climate change ho,1,1
477,retweet donald trump backed urgent climate change initiative doesnt believe anything s,1,1
13752,pull dont need bastard child climate change first time would approve abortion ab,-1,1
1729,amita v ghosh fiction climate change,2,0
10429,beyond flood apathetic attitude toward climate change destroy future planet,1,1
15114,retweet climate change education amp standing middle class family explains need,1,1
1698,retweet al gore continues fight global warming inconvenient sequel truth power taunton daily gazette,1,2
2945,eric ca public utility commission collecting mandatory fight climate change lt wtf,0,1
925,retweet g 20 stage set climate change showdown,2,1
9440,retweet new photograph carry dire warning climate change,1,2
3338,russian president vladimir put say climate change good economy,2,2
10292,climate change hoax,-1,1
9957,majority alaskan believe climate change happening according yale reporetweet check interactive map,2,1
8798,retweet incorporate climate change reducing effort national food security amp energy policy real,1,1
2211,retweet work solve climate change one greatest challenge humanity ever faced never easy,1,1
14996,retweet al gore climate change national security threat via climate change,2,1
115,retweet meat production leading cause climate change water waste deforestation amp extinction world vegan day,1,1
1151,paper interesting say trend attributable climate change rather extreme weather,0,0
9767,well think conclude global warming isnt myth made chinese,1,1
11463,retweet snow bleached anemone crack ice climate change look like,1,1
5459,retweet 80 georgia s peach crop wiped global climate change ga pol global warming climate change dun woody uga,1,1
7023,agree putting fume air p reason ceo republican cause global warming,1,0
4553,2015 5 25 climate change,0,0
7014,stop global warming tear h wood replant tree cant img explosion limo good 4 environment hypo cr,0,1
3502,china may leave u s behind climate change due trump,2,2
13849,retweet concept global warming created chinese order make u s manufacturing non com petit,1,1
8375,retweet cop 22 attend global carbon budget 2016 implication meeting global warming target 14 nov 16 45,1,1
15709,retweet least climate change bring iceberg kite surf like bad s,0,1
13519,oh like human behavior leading cause global warming reg s put pla,-1,1
3282,climate change specie extinction mass human migration due flooding hunger war humanity face,1,1
6333,doomsday forecaster changed narrative coming ice age global warming climate change finally picked scenario,-1,-1
15261,ya big pussy bet cant curb climate change emission next 4 year sad,1,1
11636,trump s win deadly threat stopping climate change climate change planet environment,1,1
14452,retweet 2017 far second hottest year record thanks global warming dana nu cci tell climate change,1,1
4114,beginning amp impetus behind global warming mv mt little tv weatherman amp radical left wing group,-1,-1
1955,kid told drinking water glass contributes global warming,0,0
156,retweet asked charge exxonmobil withheld information climate change tiller decline answer twice secretary st,0,2
9823,ice cap melting global warming caused flood time s cnn say,-1,2
9804,doubt cup ich die prison hell cave anything except perhaps global warming,0,0
13229,retweet misleading public decade climate change ca must investigate,1,1
2831,kent ut dari wan wan pur ba adal ah pen ye bab u tama global warming di zaman dinosaur u bbc news,0,0
14120,retweet politician start statement climate change im not scientist probably paretweet m,1,1
9788,retweet remembered fact actively denied climate change didnt sign paris agreement c,1,1
4986,dont blame e generation shit snow balling generation climate change may stop thing ho,1,1
828,cnn epa head doubt popular climate change belief pag nuova tv,2,2
3867,year 10 starting climate change unit return,0,1
15009,97 scientist agree human causing climate change climate denier scott pr u t not running epa,1,1
6658,trump team memo climate change alarm energy department staff,2,2
3317,peru flood kill 67 spark criticism country s climate change preparedness,2,1
8379,retweet michael bloomberg paris climate change deal walk away not smart,2,2
666,retweet poll man made climate change scientific fact,0,-1
3795,retweet watch video dont think hurricane harvey climate change must trump supporter,1,1
4957,testing myth global warming leveling,2,2
602,retweet author radio host suggests already lost climate change war,2,1
9708,retweet watch leo dicaprio s climate change doc online free world end,1,0
7284,retweet anyone lecturing science behind global warming explain science born 1 ball amp 11 toe f,-1,-1
4265,retweet know global warming shit im not angry tan,0,1
601,retweet shell knew 1991 film emerges showing oil firm shell warning climate change,2,2
2920,cm need focus important thing election like non offensive halloween costume amp global wa climate change actor trump,-1,1
12462,retweet eunice foote knew climate change 1856 scott pr u t know 2017,1,1
13388,global warming isnt real explain goth ended endangered specie list,0,1
3419,12 global goal directly linked climate change paris agreement climate reality via,1,1
11553,retweet uk gov ignored climate change expert f racking,2,2
8916,al gore s new climate change movie arrives time s traveling slide show,2,2
6937,retweet course fuck fake climate change trade partnership,-1,-1
4349,retweet unless critical issue global warming not hit every person earth climate change real save earth natur,1,1
8615,retweet bill nye slam cnn climate change skeptic air,2,2
4680,retweet trump admin buries epa website designed kid guide climate change,2,2
10686,retweet consider climate change threat golf course not rest country mr pr,1,1
8607,retweet epa administrator scott pr u t doesnt believe carbon dioxide primary factor climate change,2,2
12497,global not weather climate change,1,1
1851,retweet hey girl climate change im going ignore fuck,0,0
7533,raul thanks showing bad deny human caused climate change want,1,1
1397,retweet trump s defense secretary call climate change national security risk,2,2
1510,retweet u elected trump rest world didnt u policy e g climate change threaten,1,1
8731,retweet wan na enjoy nice weather global warming,1,0
1376,global warming ft w,0,0
13714,retweet 34 also think earth flat global warming hoax obama made illegal 1 st cousin marry,1,1
8057,retweet climate change led creation floating hospital help ppl huretweet rising sea,1,1
11752,ban voice hope leader tackle climate change trump shadow time live news,2,2
8521,personally think good going back 1840 s polity nuke climate change,0,1
8018,s given ivan ka husband federal position department energy banned mention climate change,1,2
1364,today 8 30 pm earth hour uk make sure turn light address global issue climate change,1,1
8593,boris johnson face mp farage trump climate change,2,2
2654,retweet yo im fired bitch doesnt believe climate change,1,1
9308,scientist used doubt climate change melting huge greenland glacier not anymore via,2,2
4079,always thinking impact climate change watching specie seasonal plant whose season,1,1
12661,retweet hi im michelle study effect climate change arctic stream actual living scientist dress like woman,1,1
10331,retweet need find answer security climate change problem youth security,1,1
1446,retweet man seek advice climate change hoax troubling headline bre baretweet via,1,1
811,retweet washington want restrict investor activism like climate change resolution,2,1
4845,sick tired hearing climate change isnt real like noticed unusual weather pattern cloud smog,1,2
12984,25 popular slogan global warming global warming,0,0
10355,retweet climate nato lawmaker warn global warming trigger food shortage,2,2
2716,retweet ny attorney general say rex tiller used alias wayne tracker email climate change exxon,2,2
3415,vet link phone memory hoping quiet sunday save rhino end global warming,0,0
10056,not one wade political affair desperately hope trump doesnt cut funding clean energy climate change initiative,1,1
7359,everyone send info million u reporetweet climate change,1,0
4666,fw apis m trump belief climate change hoax saying seen one earth seen,1,1
8517,retweet hrc proposes installing half billion solar panel end first term trump think climate change hoax,1,1
9404,retweet im grateful time took tell important story climate change flood,1,1
10941,retweet parent id anything child scientist s stave climate change child stay o,1,1
15698,funny admit climate change upon u,1,1
15755,time fundamental defensive measure global climate change project ark,0,1
13266,good see much common ground france scotland regarding climate change,1,1
13014,retweet scientist fear white house bury federal reporetweet effect climate change,2,2
8545,retweet remember climate change exists majority people still arent vegan bee,1,1
1897,ok take care not say weather insane un president warm imply global warming corporate may not like,1,1
14499,climate change crock shit t,-1,1
15086,retweet tesla s electric semi truck could help fight climate change,2,2
11942,retweet indigenous people enormous contribution make addressing climate change global context,1,1
4118,must soo many disease frozen anthrax outbreak triggered climate change kill boy arctic circle,1,1
10873,need email send question climate change include view next roundup post,0,1
9989,retweet yall still sitting thinking climate change t real like isnt national security issue,1,1
15777,also head epa doesnt knowledge man made climate change,1,-1
11503,retweet supreme couretweet loss creates new problem dan australian mine climate climate change news v,2,2
12409,m lizard get bed dup founded paramilitary climate change denier anti woman right abortion lb gt o irony,1,1
10269,costa rica seek deeper uae tie amid risk climate change donald trump via,2,2
6062,retweet ernst large igneous province dramatic climatic effect global warming due greenhouse gas,1,1
7252,eight photographer discus effect climate change protect planet,1,1
4969,retweet job today make sure life saved houston job tomorrow understand role climate change played,1,1
6867,retweet star warns winter isn t coming climate change terrifying got s 7,2,0
10273,far s wiped climate change equal lgbt right white house signed anti abortion order pray world t bh,1,1
6352,retweet republican dont ignore climate change simply recognize large scale wealth red tr,-1,2
14659,retweet gop congressman god take care climate change exists via,1,2
13993,retweet effect climate change policy cant easily reversed s could lose good,1,1
3585,retweet pre s total moron come climate change general say polar bear turn brown arc,1,1
7800,marc invite american climate change researcher take refuge france,2,2
9392,retweet hi friendly reminder global warming climate change real killing planet,1,1
6322,retweet trump plan cut climate change protection worse feared leaked document show via,2,1
4817,retweet poln claim anthropogenic climate change fake news environment not hear nor must,1,1
13665,study stopping global warming way save coral reef,1,1
14650,retweet new paper scientist explain climate change using photographic evidence,1,2
10538,retweet polar bear global warming,0,0
3599,retweet gore trump may still surprise climate change issue breaking news,2,2
2828,retweet con er v keep pretending climate change hoax country arent gon na putting anymore ht,1,1
1396,retweet see indignation climate change science denier raise tempered rage denier,1,1
376,bringing tornado flood bringing climate change god america plaguing farrakhan quote,0,1
12582,retweet expert said hillary would win claim climate change real lol go away moron know nothing los,-1,-1
14230,global warming effecting reindeer xmas,1,0
15324,retweet good thing administration doesnt think climate change funding waste money,1,1
5149,imagine world concerned thing like indigenous suffrage global warming rihanna gaining weight,1,1
1903,retweet must continue fight climate change educate see inconvenient sequel,1,1
9587,retweet rare move china criticizes trump plan exit climate change pact,2,2
5417,weather outside frightful thanks climate change polar vortex science,1,1
940,experience effect global warming overclock indeed think got stain diode annealing new,0,1
10258,retweet many way climate change impact people health chris,1,1
5199,status reporetweet global warming much depends next year fabius maximus website blog,2,0
15483,retweet determine natural process since climate change b,0,1
9348,retweet donald trump sworn president climate change page removed presidential website hooray,-1,1
13807,retweet remember supposed believe everything fool say climate change,-1,0
13931,dear climate change denier one respect want hear anything say sh hh,1,1
6041,indian farmer fight climate change using tree weapon,2,1
10710,would think president would want attack unemployment climate change pollution homelessness poor school,1,1
